Entry	Seq_count
tr|A0A1H7ESF2|A0A1H	152
tr|A0A1H8V4W3|A0A1H	16
tr|A0A1I5WSX6|A0A1I	11
tr|A0A1I7IS76|A0A1I	32
tr|A0A1U6IL92|A0A1U	163
tr|A0A212AYS4|A0A21	1
tr|A0A2N3DE80|A0A2N	4
tr|A0A2W5HTV2|A0A2W	1
tr|A0A3M1A273|A0A3M	6
tr|A0A4R6VSN0|A0A4R	2
tr|A0A560HA96|A0A56	15
tr|A0A5S9BRE5|A0A5S	27
tr|A0A8J8AWG8|A0A8J	4
tr|A0A1F3B4F4|A0A1F	2
tr|A0A1G9J809|A0A1G	331
tr|A0A2E1CXD0|A0A2E	1
tr|A0A2I7KGY7|A0A2I	22
tr|A0A508WWW8|A0A50	66
tr|A0A5C8IPM4|A0A5C	6
tr|A0A651EAA1|A0A65	1
tr|A0A6J5C7F3|A0A6J	173
tr|A0A6L9MKP0|A0A6L	26
tr|A0A7W1AQ60|A0A7W	3
tr|A0A849RYP3|A0A84	1
tr|A0A850KPH0|A0A85	2
tr|A0A922VC19|A0A92	4
tr|A8LML2|A8LML2_DI	15
tr|C5B5L8|C5B5L8_ME	3
tr|Q8VM81|Q8VM81_RH	26
tr|W6RLS5|W6RLS5_9H	68
tr|A0A086P7S6|A0A08	34
tr|A0A154W460|A0A15	2
tr|A0A1H0VT01|A0A1H	11
tr|A0A1V0GYF8|A0A1V	1
tr|A0A545U1F6|A0A54	1
tr|A0A562USE5|A0A56	5
tr|A0A5C7XK50|A0A5C	1
tr|A0A7H0G269|A0A7H	8
tr|A0A7W6VCA3|A0A7W	127
tr|A0A7Y7WXH7|A0A7Y	34
tr|A0A840HZ46|A0A84	1
tr|A0A8J3EUH6|A0A8J	1
tr|A0A081RKC1|A0A08	27
tr|A0A0P1FAX4|A0A0P	128
tr|A0A0P9HFK4|A0A0P	100
tr|A0A145ZA93|A0A14	532
tr|A0A1F4HIJ3|A0A1F	22
tr|A0A1H7BXY3|A0A1H	69
tr|A0A1K1SYB5|A0A1K	76
tr|A0A1L3ZPW2|A0A1L	57
tr|A0A1U7DJX1|A0A1U	1
tr|A0A2N7VDZ3|A0A2N	7
tr|A0A2P7B6T0|A0A2P	1
tr|A0A370L5K7|A0A37	4
tr|A0A3B8YI45|A0A3B	3
tr|A0A3M1A662|A0A3M	2
tr|A0A521W8F2|A0A52	2
tr|A0A553ATF7|A0A55	3
tr|A0A6P2GKI0|A0A6P	8
tr|A0A7W7JYE6|A0A7W	12
tr|A0A7X3FZ39|A0A7X	2
tr|A0A8B3L919|A0A8B	468
tr|A0A961RDD2|A0A96	1
tr|A0A962HUX8|A0A96	2
tr|A0A963SVP4|A0A96	1
tr|I4N2L6|I4N2L6_9P	1
tr|N9VBG5|N9VBG5_9G	67
tr|X6G216|X6G216_9H	2
tr|A0A068RB44|A0A06	104
tr|A0A081BEZ8|A0A08	1
tr|A0A1C7C473|A0A1C	271
tr|A0A1H4F991|A0A1H	5
tr|A0A256GAZ2|A0A25	1
tr|A0A2A5GTZ5|A0A2A	1
tr|A0A2E1XTP5|A0A2E	20
tr|A0A2E3ATY4|A0A2E	14
tr|A0A2G2L346|A0A2G	1
tr|A0A2S4JXB6|A0A2S	2
tr|A0A2W4N4E5|A0A2W	1
tr|A0A3D4GN02|A0A3D	2
tr|A0A3M2VST6|A0A3M	106
tr|A0A4Q3DWP9|A0A4Q	1
tr|A0A546YYP2|A0A54	4
tr|A0A651FYT9|A0A65	13
tr|A0A7Y4FKG0|A0A7Y	2
tr|A0A845AFY4|A0A84	99
tr|A0A927JNZ3|A0A92	1
tr|A0A938DG23|A0A93	5
tr|A0A969EZC3|A0A96	2
tr|E6WA98|E6WA98_PA	101
tr|S5YT28|S5YT28_PA	1
tr|X5MMN0|X5MMN0_9H	1
tr|A0A060ICC8|A0A06	85
tr|A0A0H5D3D9|A0A0H	9
tr|A0A1E5Q946|A0A1E	3
tr|A0A1G3JCG4|A0A1G	14
tr|A0A1H0DY37|A0A1H	1
tr|A0A1H5SWV3|A0A1H	8
tr|A0A2A4T274|A0A2A	1
tr|A0A2D4SEF7|A0A2D	1
tr|A0A2K8Y5X2|A0A2K	6
tr|A0A4Y8SR75|A0A4Y	1
tr|A0A522MQS6|A0A52	2
tr|A0A537M1P9|A0A53	1
tr|A0A6A7Y177|A0A6A	41
tr|A0A6L7GEG8|A0A6L	25
tr|A0A7W0X4R8|A0A7W	1
tr|A0A8B2NU22|A0A8B	2
tr|A0A8I1RYP7|A0A8I	2
tr|A0A916U467|A0A91	5
tr|A0A936FNY2|A0A93	1
tr|A0A942Q586|A0A94	3
tr|A0A949TCR5|A0A94	5
tr|C4RAJ6|C4RAJ6_9P	2
tr|A0A1G7E2H1|A0A1G	3
tr|A0A1N6WD34|A0A1N	7
tr|A0A1R1JBQ7|A0A1R	12
tr|A0A1V5CCH4|A0A1V	6
tr|A0A1X0XZJ6|A0A1X	2
tr|A0A2E2EAR9|A0A2E	1
tr|A0A2E3FAG3|A0A2E	8
tr|A0A2R4WQS8|A0A2R	30
tr|A0A2X0QY22|A0A2X	231
tr|A0A2Y9AWP4|A0A2Y	2
tr|A0A358JMX2|A0A35	1
tr|A0A368K084|A0A36	17
tr|A0A6I3T3Z5|A0A6I	1
tr|A0A6L6VJL0|A0A6L	32
tr|A0A6M4ARG7|A0A6M	18
tr|A0A7S7QSP2|A0A7S	83
tr|A0A916XU56|A0A91	5
tr|A0A919E8G8|A0A91	1
tr|F7VIC4|F7VIC4_9P	14
tr|M2Z3V3|M2Z3V3_9P	9
tr|Q2RNV6|Q2RNV6_RH	3
tr|A0A0C5WKR1|A0A0C	3
tr|A0A0P1E910|A0A0P	8
tr|A0A1X0WH35|A0A1X	4
tr|A0A2B8BNE5|A0A2B	2
tr|A0A2N7W3R6|A0A2N	3
tr|A0A2W6X1C1|A0A2W	2
tr|A0A3C1FIV8|A0A3C	8
tr|A0A4R3NXK2|A0A4R	1
tr|A0A521W8G4|A0A52	1
tr|A0A522GVL2|A0A52	2
tr|A0A6C2CNV4|A0A6C	5
tr|A0A6L4B7B3|A0A6L	20
tr|A0A7W3WAI4|A0A7W	1
tr|A0A843RI80|A0A84	3
tr|A0A8I1Z5S1|A0A8I	5
tr|A0A951HLU5|A0A95	8
tr|A0A963Z3J7|A0A96	1
tr|V4P235|V4P235_9C	9
tr|A0A084ESX8|A0A08	9
tr|A0A0H3WXZ9|A0A0H	12
tr|A0A0L0ENZ4|A0A0L	9
tr|A0A0S3PZS1|A0A0S	110
tr|A0A160DZ29|A0A16	2
tr|A0A1D8A2M8|A0A1D	3
tr|A0A1E5XNJ6|A0A1E	1
tr|A0A1H4MRG8|A0A1H	4
tr|A0A2G2R000|A0A2G	3
tr|A0A369T8T8|A0A36	3
tr|A0A5E7ARJ9|A0A5E	443
tr|A0A6N0WVV6|A0A6N	7
tr|A0A966GHR9|A0A96	5
tr|Q8KW81|Q8KW81_9R	1
tr|S5XVD4|S5XVD4_PA	3
tr|A0A0C1V4Q9|A0A0C	5
tr|A0A0Q6P3F1|A0A0Q	6
tr|A0A1C2G308|A0A1C	2
tr|A0A1I3H1E0|A0A1I	40
tr|A0A1N7JLA7|A0A1N	1
tr|A0A291MXZ9|A0A29	8
tr|A0A2D1R4W1|A0A2D	13
tr|A0A2E2ZXF6|A0A2E	1
tr|A0A2E7B3H2|A0A2E	17
tr|A0A2M9PFJ2|A0A2M	21
tr|A0A2U2DUU1|A0A2U	68
tr|A0A2U9T1Y4|A0A2U	14
tr|A0A4P6HGW5|A0A4P	5
tr|A0A4P6MGU9|A0A4P	1
tr|A0A4Q5PZA0|A0A4Q	10
tr|A0A4V3M3G7|A0A4V	19
tr|A0A5R9NZ39|A0A5R	1
tr|A0A6N1X9Y4|A0A6N	1
tr|A0A840X1N8|A0A84	2
tr|A0A844AJK4|A0A84	4
tr|A0A962YWZ5|A0A96	1
tr|A0A976KQY3|A0A97	1
tr|J0QYB4|J0QYB4_9H	1
tr|T0H602|T0H602_9S	3
tr|A0A0H5DIU7|A0A0H	3
tr|A0A0N1BQE1|A0A0N	1
tr|A0A0N8KD96|A0A0N	3
tr|A0A177SC73|A0A17	7
tr|A0A1H3G9M0|A0A1H	12
tr|A0A1H6NAD5|A0A1H	2
tr|A0A1Q4ULL4|A0A1Q	8
tr|A0A2A4Z316|A0A2A	1
tr|A0A2A5BVZ2|A0A2A	2
tr|A0A2E6RUM7|A0A2E	23
tr|A0A2G1QIF4|A0A2G	12
tr|A0A2N7VPJ2|A0A2N	1
tr|A0A2R7T0T8|A0A2R	60
tr|A0A2V1P923|A0A2V	1
tr|A0A2W5HY20|A0A2W	2
tr|A0A2W5L064|A0A2W	1
tr|A0A3B9YSW3|A0A3B	1
tr|A0A3D3YZX6|A0A3D	3
tr|A0A3Q8YNZ3|A0A3Q	8
tr|A0A4S4NFU4|A0A4S	3
tr|A0A512ARE6|A0A51	1
tr|A0A6I4U9J9|A0A6I	3
tr|A0A7G9L3Z2|A0A7G	2
tr|A0A7S9YUT8|A0A7S	3
tr|A0A7X8XTG6|A0A7X	5
tr|A0A7Y4FIK3|A0A7Y	24
tr|A0A942ITH0|A0A94	4
tr|A0A951SFZ2|A0A95	1
tr|A0A972V649|A0A97	1
tr|Q11ZG0|Q11ZG0_PO	3
tr|V4PCZ4|V4PCZ4_9C	3
tr|A0A062U0D3|A0A06	2
tr|A0A0B5FC85|A0A0B	35
tr|A0A0Q5EV60|A0A0Q	1
tr|A0A0S2DTI4|A0A0S	28
tr|A0A165NDM6|A0A16	8
tr|A0A1D9HAC2|A0A1D	1
tr|A0A1F3BW75|A0A1F	2
tr|A0A1I3CFP6|A0A1I	2
tr|A0A1J5RXY4|A0A1J	2
tr|A0A2A4MTG3|A0A2A	1
tr|A0A2S3UMH8|A0A2S	9
tr|A0A317PLK9|A0A31	10
tr|A0A348G3M7|A0A34	11
tr|A0A396RP68|A0A39	3
tr|A0A3E0WKT3|A0A3E	4
tr|A0A4V6RF40|A0A4V	1
tr|A0A518RJK5|A0A51	2
tr|A0A539DFE1|A0A53	3
tr|A0A7L8S699|A0A7L	57
tr|A0A7W6HL17|A0A7W	82
tr|A0A844W7U2|A0A84	1
tr|A0A849EU06|A0A84	1
tr|A0A928Y1K8|A0A92	2
tr|A0A961URT6|A0A96	1
tr|A0A0P0NYA0|A0A0P	1
tr|A0A0P1EQ91|A0A0P	1
tr|A0A1B2A9L6|A0A1B	1
tr|A0A1G7LVD1|A0A1G	1
tr|A0A1H4UE34|A0A1H	11
tr|A0A1P8MR49|A0A1P	1
tr|A0A1Q9AW30|A0A1Q	17
tr|A0A2D2AUZ1|A0A2D	1
tr|A0A2R8BHY8|A0A2R	2
tr|A0A3M1K096|A0A3M	1
tr|A0A3M4W2R4|A0A3M	31
tr|A0A3N7RMG6|A0A3N	6
tr|A0A3S8U2G5|A0A3S	1
tr|A0A4U0GME9|A0A4U	1
tr|A0A553GVV6|A0A55	1
tr|A0A7Y6TZB3|A0A7Y	1
tr|A0A841GP57|A0A84	2
tr|A0A936BLR0|A0A93	4
tr|A0A941T9X0|A0A94	2
tr|A0A952ABZ8|A0A95	1
tr|A0A972LN34|A0A97	1
tr|A0A975G3Y6|A0A97	1
tr|B1Y1W7|B1Y1W7_LE	1
tr|D0LSA4|D0LSA4_HA	1
tr|Q2RT10|Q2RT10_RH	1
tr|A0A0F5LDC8|A0A0F	2
tr|A0A0F9IIX0|A0A0F	13
tr|A0A0H3AE22|A0A0H	48
tr|A0A127CFK1|A0A12	5
tr|A0A127SD29|A0A12	2
tr|A0A192A5I8|A0A19	9
tr|A0A1B6ZEU7|A0A1B	2
tr|A0A1S7U853|A0A1S	13
tr|A0A240AQY2|A0A24	202
tr|A0A2E6QMR8|A0A2E	1
tr|A0A2G1MK56|A0A2G	3
tr|A0A2M8J7B3|A0A2M	2
tr|A0A2M9PD26|A0A2M	1
tr|A0A2S9Q5Y7|A0A2S	16
tr|A0A2W5HCM6|A0A2W	3
tr|A0A349MG43|A0A34	1
tr|A0A3S0EJF1|A0A3S	4
tr|A0A429Z2U0|A0A42	2
tr|A0A4R0PF53|A0A4R	2
tr|A0A5K7ZB32|A0A5K	2
tr|A0A7D5D8P5|A0A7D	1
tr|A0A7G7X6J9|A0A7G	1
tr|A0A833HC96|A0A83	8
tr|I0IPT9|I0IPT9_LE	7
tr|B5EV73|B5EV73_AL	34
tr|A0A0F7PJ75|A0A0F	3
tr|A0A1F8X0Q0|A0A1F	8
tr|A0A1G2VYX3|A0A1G	3
tr|A0A1H9X5C0|A0A1H	18
tr|A0A1I5KQV7|A0A1I	1
tr|A0A1L5P9Z8|A0A1L	47
tr|A0A258IY41|A0A25	5
tr|A0A286I0H4|A0A28	6
tr|A0A2A5EMR4|A0A2A	2
tr|A0A2D6TQK9|A0A2D	1
tr|A0A2U2DFJ2|A0A2U	2
tr|A0A346A1G9|A0A34	6
tr|A0A355C6L4|A0A35	1
tr|A0A395JKK0|A0A39	1
tr|A0A3G3L9W6|A0A3G	8
tr|A0A5D0V8K9|A0A5D	1
tr|A0A5R9NZ36|A0A5R	1
tr|A0A5S9HL17|A0A5S	2
tr|A0A7T0RH99|A0A7T	1
tr|A0A850PEB3|A0A85	1
tr|A0A8B3MV30|A0A8B	2
tr|A0A8J3DM72|A0A8J	3
tr|A0A931VL43|A0A93	2
tr|A0A961SDN8|A0A96	3
tr|A0A968WNR5|A0A96	2
tr|E2G6R3|E2G6R3_9G	2
tr|A0A0D6PLC8|A0A0D	3
tr|A0A0M6ZL72|A0A0M	1
tr|A0A0N1MFS1|A0A0N	8
tr|A0A1B6YMX8|A0A1B	2
tr|A0A1H3A7F4|A0A1H	1
tr|A0A1M4TX82|A0A1M	2
tr|A0A2A4S5A1|A0A2A	1
tr|A0A2C9CNE2|A0A2C	3
tr|A0A2D9CM56|A0A2D	3
tr|A0A2E3PV24|A0A2E	3
tr|A0A2N6AWV7|A0A2N	1
tr|A0A2U8X987|A0A2U	29
tr|A0A399IX77|A0A39	3
tr|A0A3B0SHH8|A0A3B	3
tr|A0A3B9YUG3|A0A3B	1
tr|A0A3L7JFP4|A0A3L	3
tr|A0A420WFI9|A0A42	1
tr|A0A527U241|A0A52	2
tr|A0A5A9ENH9|A0A5A	1
tr|A0A6I4DVZ9|A0A6I	12
tr|A0A6L3AS58|A0A6L	1
tr|A0A6L7GA67|A0A6L	1
tr|A0A6N8DLX0|A0A6N	1
tr|A0A6N9TQS6|A0A6N	6
tr|A0A7C3GIB5|A0A7C	3
tr|A0A7W6S233|A0A7W	1
tr|A0A918UQ77|A0A91	1
tr|A0A931LXF9|A0A93	1
tr|A0A945KMP6|A0A94	3
tr|A0A945QJ53|A0A94	1
tr|A0A961J8A1|A0A96	1
tr|A0A962ETV1|A0A96	1
tr|A0A094YPJ3|A0A09	13
tr|A0A0Q4Y6V4|A0A0Q	1
tr|A0A181C9P7|A0A18	15
tr|A0A1B3N102|A0A1B	7
tr|A0A1E4FM51|A0A1E	3
tr|A0A1G7S5V7|A0A1G	1
tr|A0A1M6EJ69|A0A1M	3
tr|A0A1S6HVM7|A0A1S	4
tr|A0A1X1PK01|A0A1X	34
tr|A0A212A6M0|A0A21	4
tr|A0A291TEI4|A0A29	1
tr|A0A2D6GZH4|A0A2D	1
tr|A0A2G4YTX8|A0A2G	1
tr|A0A2K4FPH2|A0A2K	26
tr|A0A2L2BE49|A0A2L	2
tr|A0A2W6S757|A0A2W	1
tr|A0A316KIG8|A0A31	3
tr|A0A3B1BJF3|A0A3B	6
tr|A0A4P7UNH0|A0A4P	1
tr|A0A4Q5XY94|A0A4Q	1
tr|A0A522VPG7|A0A52	2
tr|A0A536Y2L3|A0A53	6
tr|A0A7V5NXL8|A0A7V	3
tr|A0A7W9ZEY5|A0A7W	1
tr|A0A7X6FMZ9|A0A7X	174
tr|A0A7Y6Y2X4|A0A7Y	1
tr|A0A7Z7LL03|A0A7Z	1
tr|A0A840ZD83|A0A84	4
tr|A0A932P7V9|A0A93	1
tr|A0A961RFP4|A0A96	1
tr|A0A963TPS2|A0A96	1
tr|A0A969LKS7|A0A96	2
tr|A5G659|A5G659_GE	2
tr|K9HN46|K9HN46_9P	2
tr|A0A0F9WBP8|A0A0F	8
tr|A0A0P1GYW4|A0A0P	2
tr|A0A1F2Z9D2|A0A1F	7
tr|A0A1F3B3X1|A0A1F	1
tr|A0A1I4HV20|A0A1I	1
tr|A0A286G5D1|A0A28	1
tr|A0A2C9CTY8|A0A2C	1
tr|A0A2D9RGV9|A0A2D	2
tr|A0A2E2WPI4|A0A2E	1
tr|A0A2M8GZ47|A0A2M	1
tr|A0A2M9FWM5|A0A2M	6
tr|A0A2U1SW94|A0A2U	8
tr|A0A3D2VWH3|A0A3D	3
tr|A0A3G9G9P8|A0A3G	2
tr|A0A438ALI0|A0A43	1
tr|A0A484GEK4|A0A48	1
tr|A0A503XUL4|A0A50	14
tr|A0A523FP53|A0A52	3
tr|A0A5B8CCH5|A0A5B	25
tr|A0A6I6ESA7|A0A6I	3
tr|A0A6M1SVM9|A0A6M	2
tr|A0A7C8LKV2|A0A7C	3
tr|A0A7S9WG76|A0A7S	1
tr|A0A7W9Z186|A0A7W	3
tr|A0A847S291|A0A84	1
tr|A0A8T7JEA8|A0A8T	1
tr|A0A949NKB4|A0A94	7
tr|A0A962KSJ9|A0A96	2
tr|A0A965CQ13|A0A96	11
tr|B0T7Q6|B0T7Q6_CA	3
tr|K2ITD1|K2ITD1_9R	5
tr|A0A0B1ZIJ2|A0A0B	1
tr|A0A0F9T5J9|A0A0F	12
tr|A0A0P1GMR6|A0A0P	1
tr|A0A127FD70|A0A12	1
tr|A0A1G0FBV3|A0A1G	27
tr|A0A239PXN9|A0A23	1
tr|A0A256GLG0|A0A25	2
tr|A0A257FV03|A0A25	49
tr|A0A257QXB1|A0A25	2
tr|A0A257Y6X6|A0A25	2
tr|A0A258BHY6|A0A25	7
tr|A0A258BUV1|A0A25	11
tr|A0A2D2B1J6|A0A2D	1
tr|A0A2E0IQQ4|A0A2E	2
tr|A0A2H5FGE7|A0A2H	21
tr|A0A2V2LEE2|A0A2V	2
tr|A0A346R4J8|A0A34	1
tr|A0A3A3D5A5|A0A3A	5
tr|A0A3M0A883|A0A3M	1
tr|A0A3S0HM52|A0A3S	16
tr|A0A3S0RQN1|A0A3S	10
tr|A0A4R3J9D9|A0A4R	1
tr|A0A653B1A5|A0A65	1
tr|A0A7W6DLE7|A0A7W	2
tr|A0A8B6M3V6|A0A8B	1
tr|A0A8J2ZF94|A0A8J	1
tr|A0A931KYI4|A0A93	10
tr|A0A965L9T8|A0A96	2
tr|B1M9X4|B1M9X4_ME	10
tr|C6XPJ3|C6XPJ3_HI	1
tr|A0A0D6B2H5|A0A0D	7
tr|A0A0Q6GT25|A0A0Q	5
tr|A0A109KR21|A0A10	30
tr|A0A1G7HUE9|A0A1G	8
tr|A0A1G8FA48|A0A1G	1
tr|A0A1H1ZH14|A0A1H	3
tr|A0A1H9GXE8|A0A1H	11
tr|A0A1I5E8X6|A0A1I	47
tr|A0A1M3PZW1|A0A1M	2
tr|A0A1X7Q929|A0A1X	1
tr|A0A1Z8KUW7|A0A1Z	4
tr|A0A211ZNT6|A0A21	6
tr|A0A2A4LW55|A0A2A	2
tr|A0A2A4T5T1|A0A2A	1
tr|A0A2A7S9T3|A0A2A	2
tr|A0A2D9RGP4|A0A2D	1
tr|A0A2E0A6B4|A0A2E	1
tr|A0A2E1XJV0|A0A2E	2
tr|A0A2H6IYF2|A0A2H	1
tr|A0A2S9IPG2|A0A2S	3
tr|A0A317PRC9|A0A31	1
tr|A0A3A0EUZ1|A0A3A	3
tr|A0A494TIH7|A0A49	1
tr|A0A495RL94|A0A49	3
tr|A0A4R3Z1E5|A0A4R	8
tr|A0A506U1Q5|A0A50	1
tr|A0A516SCC9|A0A51	1
tr|A0A545TZE5|A0A54	1
tr|A0A5E7Z6U9|A0A5E	1
tr|A0A6P2DZZ8|A0A6P	1
tr|A0A7S9LVY6|A0A7S	1
tr|A0A7W3WC95|A0A7W	4
tr|A0A7W6K474|A0A7W	2
tr|A0A7W9B0C0|A0A7W	2
tr|A0A833G932|A0A83	4
tr|A0A918NEK1|A0A91	1
tr|A0A927JPB7|A0A92	8
tr|A0A944GUN9|A0A94	21
tr|A0A955TQF1|A0A95	3
tr|A0A960JCL6|A0A96	3
tr|A0A961RAK8|A0A96	1
tr|A0A961SG99|A0A96	2
tr|A0A961YVW5|A0A96	1
tr|R0EH38|R0EH38_CA	21
tr|W4HJ06|W4HJ06_9R	1
tr|A0A058ZMJ2|A0A05	1
tr|A0A108E555|A0A10	2
tr|A0A1B1AH73|A0A1B	3
tr|A0A1E4LSV6|A0A1E	2
tr|A0A1F3A6A4|A0A1F	1
tr|A0A1N6S6A9|A0A1N	2
tr|A0A1W6ZLN1|A0A1W	15
tr|A0A1Z9YC34|A0A1Z	7
tr|A0A2D3RGR9|A0A2D	2
tr|A0A2D8JZ22|A0A2D	8
tr|A0A2E0IQ78|A0A2E	4
tr|A0A2E2MA03|A0A2E	4
tr|A0A2E4QTD1|A0A2E	1
tr|A0A2G2DL95|A0A2G	1
tr|A0A2P8NFT0|A0A2P	3
tr|A0A348HBJ4|A0A34	1
tr|A0A3D9MLP6|A0A3D	17
tr|A0A3L7JF27|A0A3L	1
tr|A0A411Z058|A0A41	3
tr|A0A4Y6RVV4|A0A4Y	1
tr|A0A4Y9KXU9|A0A4Y	22
tr|A0A506U1Z5|A0A50	1
tr|A0A521GUG7|A0A52	1
tr|A0A539D4A0|A0A53	3
tr|A0A6B3URZ9|A0A6B	1
tr|A0A6F9WWB2|A0A6F	1
tr|A0A7W6VT08|A0A7W	54
tr|A0A947TF73|A0A94	1
tr|A0A961LFL8|A0A96	3
tr|A0A961LPE4|A0A96	1
tr|A0A969MKR8|A0A96	1
tr|B7T9X0|B7T9X0_9P	8
tr|E8RU94|E8RU94_AS	2
tr|V4PVB0|V4PVB0_9C	1
tr|A0A0G3BG13|A0A0G	12
tr|A0A0H5BIC0|A0A0H	7
tr|A0A0Q7AAT3|A0A0Q	12
tr|A0A1Q9AW13|A0A1Q	10
tr|A0A1W9I7P1|A0A1W	3
tr|A0A285PMG1|A0A28	2
tr|A0A2A4R2X5|A0A2A	1
tr|A0A2R4MJM8|A0A2R	1
tr|A0A2S3W0F3|A0A2S	12
tr|A0A328AMB9|A0A32	1
tr|A0A345ZRX2|A0A34	20
tr|A0A3D5ZWI3|A0A3D	1
tr|A0A3M9X0J9|A0A3M	11
tr|A0A4D7QD80|A0A4D	3
tr|A0A4R2C627|A0A4R	3
tr|A0A4U0YZ31|A0A4U	3
tr|A0A512HCJ3|A0A51	8
tr|A0A7T5QNM1|A0A7T	14
tr|A0A932S758|A0A93	1
tr|A0A942FSJ9|A0A94	1
tr|A0A942PZY5|A0A94	1
tr|A0A972W9C9|A0A97	1
tr|A0A976EIG4|A0A97	2
tr|C8S075|C8S075_9R	1
tr|K2NWX0|K2NWX0_9H	2
sp|Q51786|PHZR_PSEF	47
tr|A0A062TUG5|A0A06	2
tr|A0A0D7EWJ7|A0A0D	2
tr|A0A120GBB5|A0A12	1
tr|A0A135P6Q5|A0A13	1
tr|A0A1G7STS9|A0A1G	1
tr|A0A1G8FB49|A0A1G	1
tr|A0A1I6TPE5|A0A1I	2
tr|A0A1N7IMX3|A0A1N	2
tr|A0A1W9KJC2|A0A1W	1
tr|A0A1Y6KCG9|A0A1Y	14
tr|A0A2A4V0U7|A0A2A	2
tr|A0A2C9CTP0|A0A2C	2
tr|A0A2D6EKU7|A0A2D	3
tr|A0A2E7K2Q3|A0A2E	1
tr|A0A2G1YBI5|A0A2G	1
tr|A0A2N3DM07|A0A2N	5
tr|A0A352R222|A0A35	1
tr|A0A375CY20|A0A37	1
tr|A0A380T906|A0A38	7
tr|A0A3D3B8L9|A0A3D	2
tr|A0A3E0WZK9|A0A3E	1
tr|A0A418WTT3|A0A41	1
tr|A0A430EJC6|A0A43	2
tr|A0A431PQQ8|A0A43	1
tr|A0A4P6FQ17|A0A4P	1
tr|A0A4V1BQV6|A0A4V	1
tr|A0A512BM34|A0A51	1
tr|A0A5P9D4I6|A0A5P	2
tr|A0A6I4EA99|A0A6I	1
tr|A0A7W9ZCT1|A0A7W	2
tr|A0A7Y8SUC2|A0A7Y	1
tr|A0A829YHY3|A0A82	1
tr|A0A936HW43|A0A93	2
tr|A0A938DEE2|A0A93	4
tr|A0A951VRB9|A0A95	1
tr|A0A961TGV0|A0A96	1
tr|A0A973HIG2|A0A97	4
tr|M4ZDV7|M4ZDV7_9B	1
tr|N6U1P2|N6U1P2_9H	1
tr|A0A0Q4RI52|A0A0Q	3
tr|A0A0Q7X1B3|A0A0Q	2
tr|A0A0S4WKY6|A0A0S	5
tr|A0A127MG24|A0A12	5
tr|A0A1H8LNS6|A0A1H	1
tr|A0A1I3HNW2|A0A1I	1
